,title,title-length,article,article-length,category,source
768,Buffy creator joins Wonder Woman,5,"['creator', 'buffi', 'vampir', 'slayer', 'new', 'femal', 'superhero', 'sign', 'write', 'direct', 'wonder', 'woman', 'movi', 'joss', 'whedon', 'describ', 'dc', 'comic', 'charact', 'icon', 'femal', 'heroin', 'time', 'way', 'ha', 'met', 'love', 'icon', 'explor', 'price', 'power', 'linda', 'carter', 'play', 'charact', 'tv', 'seri', 'charact', 'wonder', 'woman', 'fame', 'red', 'gold', 'costum', 'wa', 'born', 'paradis', 'island', 'wa', 'bless', 'power', 'strength', 'flight', 'film', 'produc', 'joel', 'silver', 'produc', 'matrix', 'trilog', 'better', 'joss', 'adapt', 'legendari', 'wonder', 'woman', 'comic', 'book', 'charact', 'creat', 'dynam', 'featur', 'film', 'st', 'centuri', 'audienc', 'silver', 'wonder', 'woman', 'wa', 'great', 'femal', 'superhero', 'emerg', 'comic', 'book', 'later', 'inspir', 'million', 'fan', 'televis', 'incarn', 'thi', 'groundbreak', 'heroin', 'ha', 'reinvent', 'featur', 'film', 'arena', 'whedon', 'creat', 'charact', 'buffi', 'screenplay', 'film', 'distanc', 'movi', 'becaus', 'direct', 'eventu', 'took', 'film', 'bomb', 'did', 'slayer', 'went', 'write', 'execut', 'produc', 'seven', 'season', 'cult', 'tv', 'seri', 'produc', 'spin-off', 'angel', 'seri', 'current', 'direct', 'film', 'seren', 'base', 'hi', 'short-liv', 'sci-fi', 'seri', 'firefli']",263,entertainment,bbc-data/entertainment/386.txt
769,Tarantino 'to make Friday sequel',5,"['director', 'quentin', 'tarantino', 'talk', 'write', 'direct', 'new', 'instal', 'friday', 'th', 'horror', 'franchis', 'accord', 'hollywood', 'report', 'film-mak', 'reportedli', 'meet', 'execut', 'new', 'line', 'cinema', 'thi', 'week', 'discuss', 'th', 'film', 'long-run', 'stalk', 'slash', 'seri', 'origin', 'film', 'releas', 'ha', 'spawn', 'sequel', 'base', 'mask-wear', 'murder', 'jason', 'voorhe', 'recent', 'freddi', 'vs', 'jason', 'wa', 'releas', 'summer', 'film', 'saw', 'jason', 'battl', 'freddi', 'krueger', 'star', 'nightmar', 'elm', 'street', 'franchis', 'accord', 'industri', 'newspap', 'new', 'line', 'tri', 'make', 'anoth', 'sequel', 'involv', 'ash', 'hero', 'evil', 'dead', 'movi', 'wa', 'unabl', 'agre', 'term', 'director', 'sam', 'raimi', 'tarantino', 'intrigu', 'prospect', 'build', 'new', 'film', 'horror', ""genre'"", 'recognis', 'figur', 'howev', 'schedul', 'direct', 'season', 'final', 'televis', 'seri', 'csi', 'crime', 'scene', 'investig', 'film', 'start', 'earli', 'april', ""tarantino'"", 'episod', 'wrote', 'origin', 'stori', 'broadcast']",192,entertainment,bbc-data/entertainment/379.txt
770,Women in film 'are earning less',6,"['women', 'uk', 'film', 'industri', 'earn', 'male', 'counterpart', 'despit', 'better', 'qualifi', 'accord', 'studi', 'releas', 'wednesday', 'onli', 'women', 'earn', 'compar', 'men', 'women', 'make', 'workforc', 'research', 'wa', 'carri', 'jointli', 'uk', 'film', 'council', 'industri', 'train', 'bodi', 'skillset', 'women', 'industri', 'men', 'marri', 'depend', 'children', 'studi', 'claim', 'in-depth', 'far', 'conduct', 'women', 'film', 'industri', 'hold', 'degre', 'compar', 'men', 'whilst', 'men', 'industri', 'qualif', 'thi', 'wa', 'true', 'onli', 'cent', 'women', 'lower', 'salari', 'bracket', 'women', 'earn', 'year', 'compar', 'onli', 'men', 'research', 'veri', 'women', 'work', 'camera', 'sound', 'electr', 'construct', 'depart', 'major', 'work', 'make-up', 'hairdress', 'uk', 'film', 'council', 'chief', 'execut', 'john', 'woodward', 'whilst', 'uk', 'ha', 'benefit', 'huge', 'highly-qualifi', 'film', 'product', 'workforc', 'mani', 'barrier', 'face', 'peopl', 'want', 'stay', 'industri', 'develop', 'film', 'product', 'workforc', 'underpin', 'commit', 'divers', 'train', 'workforc', 'larg', 'focus', 'london', 'industri', 'base', 'capit', 'south', 'east', 'england', 'industri', 'depend', 'heavili', 'word', 'mouth', 'recruit', 'way', 'total', 'onli', 'percent', 'workforc', 'ethnic', 'minor', 'london', 'figur', 'rise', 'necess', 'complet', 'unpaid', 'work', 'experi', 'workforc', 'ha', 'shot', 'befor']",313,entertainment,bbc-data/entertainment/351.txt
771,Britney attacks 'false tabloids',4,"['pop', 'star', 'britney', 'spear', 'ha', 'attack', 'fals', 'desper', 'tabloid', 'magazin', 'question', 'honesti', 'report', 'wa', 'pregnant', 'letter', 'websit', 'singer', 'celebr', 'tabloid', 'weekli', 'touch', 'star', 'worst', 'offend', 'face', 'life', 'guess', 'remain', 'fals', 'tabloid', 'year-old', 'wrote', 'stori', 'state', 'marriag', 'kevin', 'federlin', 'rumour', 'pregnanc', 'recent', 'appear', 'chart-top', ""singer'"", 'letter', 'did', 'shed', 'ani', 'light', 'stori', 'februari', 'spear', 'clash', 'weekli', 'publish', 'pictur', 'honeymoon', 'fiji', 'permiss', 'coupl', 'marri', 'lo', 'angel', 'septemb', 'claim', 'staff', 'took', 'photograph', 'later', 'sold', 'allow', 'pictur', 'taken', 'assur', 'onli', 'use', 'privat', 'scrapbook', 'later', 'receiv', 'souvenir', 'magazin', 'wa', 'unrepent', 'decis', 'publish', 'britney', 'start', 'magazin', 'dictat', 'coverag', 'come', 'celebr', 'sold', 'pictur', 'wed', 'stepdaught', 'unlik', 'issu', 'privaci', 'spear', 'claim', 'magazin', 'approach', 'pictur', 'chose', 'contact', 'instead']",222,entertainment,bbc-data/entertainment/345.txt
772,Ray Charles studio becomes museum,5,"['museum', 'dedic', 'career', 'late', 'legendari', 'singer', 'ray', 'charl', 'open', 'hi', 'record', 'studio', 'lo', 'angel', 'hi', 'longtim', 'publicist', 'jerri', 'digney', 'museum', 'hous', 'archiv', 'materi', 'record', 'award', 'ephemera', 'wardrob', 'tour', 'bu', 'use', 'charl', 'hi', 'entourag', 'year', 'perman', 'display', 'hope', 'museum', 'readi', 'visitor', 'late', 'mr', 'digney', 'record', 'studio', 'offic', 'use', 'charl', 'mani', 'year', 'wa', 'record', 'hi', 'album', 'geniu', 'love', 'compani', 'hope', 'museum', 'hous', 'educ', 'centr', 'build', 'declar', 'histor', 'landmark', 'citi', 'lo', 'angel', 'just', 'befor', 'charl', 'death', 'june', 'age', 'follow', 'hi', 'death', 'charl', 'won', 'grammi', 'award', 'includ', 'album', 'year', 'geniu', 'love', 'compani', 'collect', 'duet']",162,entertainment,bbc-data/entertainment/344.txt
774,Halloween writer Debra Hill dies,5,"['screenwrit', 'produc', 'debra', 'hill', 'best', 'known', 'work', 'horror', 'classic', 'halloween', 'ha', 'die', 'lo', 'angel', 'age', 'hill', 'suffer', 'cancer', 'co-wrot', 'film', 'star', 'jami', 'lee', 'curti', 'babysitt', 'terroris', 'psychopath', 'direct', 'john', 'carpent', 'worldwid', 'record', 'independ', 'film', 'time', 'hill', 'work', 'carpent', 'escap', 'new', 'york', 'fog', 'born', 'new', 'jersey', 'hill', 'began', 'career', 'product', 'assist', 'work', 'way', 'rank', 'becom', 'assist', 'director', 'second-unit', 'director', 'befor', 'began', 'collabor', 'carpent', 'wa', 'regard', 'mani', 'pioneer', 'woman', 'film', 'job', 'commonli', 'taken', 'men', 'start', 'veri', 'women', 'industri', 'wa', 'assum', 'make-up', 'hair', 'person', 'script', 'person', 'wa', 'assum', 'writer', 'produc', 'took', 'look', 'realis', 'mani', 'women', 'carv', 'nich', 'carpent', 'work', 'hill', 'wa', 'greatest', 'experi', 'life', 'ground', 'trailblaz', 'begin', 'follow', 'anyon', 'wa', 'incred', 'capabl', 'talent', 'carpent', 'hill', 'collabor', 'number', 'halloween', 'sequel', 'includ', 'halloween', 'ii', 'halloween', 'resurrect', 'halloween', 'curs', 'michael', 'myer', 'later', 'career', 'hill', 'form', 'product', 'compani', 'friend', 'lynda', 'obst', 'make', 'string', 'hit', 'film', 'includ', 'oscar', 'nomine', 'fisher', 'king', 'teen', 'comedi', 'adventur', 'babysit', 'film', 'includ', 'stephen', 'king', 'adapt', 'dead', 'zone', 'clue', 'comedi', 'base', 'board', 'game', 'cluedo', 'pursu', 'work', 'tv', 'wa', 'reunit', 'carpent', 'escap', 'la', 'sequel', 'escap', 'new', 'york', 'time', 'death', 'wa', 'work', 'film', 'men', 'pull', 'rubbl', 'twin', 'tower', 'follow', 'septemb', 'terror', 'attack', 'wa', 'co-produc', 'remak', 'fog', 'releas', 'earli', 'year']",388,entertainment,bbc-data/entertainment/378.txt
775,J-Lo and husband plan debut duet,6,"['singer', 'jennif', 'lopez', 'husband', 'marc', 'anthoni', 'latin', 'pop', 'star', 'perform', 'duet', 'thi', ""month'"", 'grammi', 'award', 'lo', 'angel', 'anthoni', 'becam', ""lopez'"", 'husband', 'june', 'won', 'grammi', 'nomin', 'thi', 'year', 'februari', 'ceremoni', 'includ', 'rendit', 'beatl', 'univers', 'bono', 'stevi', 'wonder', 'norah', 'jone', 'brian', 'wilson', 'song', 'sale', 'onlin', 'rais', 'money', 'tsunami', 'aid', 'effort', 'award', 'featur', 'perform', 'green', 'day', 'alicia', 'key', 'kany', 'west', 'lopez', 'anthoni', 'duet', 'biggest', 'talk', 'point', 'anthoni', 'born', 'new', 'york', 'puerto', 'rican', 'famili', 'report', 'biggest-sel', 'salsa', 'artist', 'time', 'nomin', 'thi', 'year', 'best', 'latin', 'pop', 'album', 'best', 'salsa', 'merengu', 'album', 'tsunami', 'tribut', 'song', 'featur', 'alicia', 'key', 'velvet', 'revolv', 'tim', 'mcgraw', 'fan', 'abl', 'download', 'itun', 'purchas', 'video', 'cb', 'tv', ""network'"", 'site', 'kany', 'west', 'rapper', 'lead', 'award', 'nomin', 'perform', 'alongsid', 'john', 'legend', 'mavi', 'stapl', 'blind', 'boy', 'alabama', 'tribut', 'ray', 'charl', 'featur', 'bonni', 'raitt', 'billi', 'preston', 'celebr', 'southern', 'rock', 'tim', 'mcgraw', 'gretchen', 'wilson', 'lynyrd', 'skynyrd', 'dicki', 'bett', 'elvi', 'bishop', 'ray', 'charl', 'die', 'june', 'ha', 'seven', 'posthum', 'nomin', 'alicia', 'key', 'usher', 'share', 'nomin']",265,entertainment,bbc-data/entertainment/146.txt
776,"Beatles suits sell for $110,000",5,"['suit', 'worn', 'beatl', 'pleas', 'pleas', 'album', 'cover', 'sold', 'auction', 'elvi', ""presley'"", 'earliest', 'record', 'includ', 'shook', 'fail', 'sell', 'bonham', 'butterfield', 'two-day', 'sale', 'privat', 'collect', 'tape', 'record', 'presley', 'valu', 'did', 'meet', 'reserv', 'price', 'sign', 'presley', 'photograph', 'manag', 'fetch', 'auction', 'spokesman', 'erik', 'simon', 'presley', 'tape', 'withdrawn', 'becaus', 'did', 'meet', 'minimum', 'price', 'set', 'owner', 'famili', 'sound', 'engin', 'thorn', 'nogar', 'did', 'want', 'divulg', 'price', 'set', 'offer', 'receiv', 'rca', 'tape', 'date', 'septemb', 'septemb', 'pre-mast', 'includ', 'jailhous', 'rock', 'religi', 'song', 'materi', 'hi', 'christma', 'album', 'banter', 'presley', 'member', 'hi', 'band', 'mr', 'nogar', 'lot', 'year', 'think', 'peopl', 'enjoy', 'frankli', 'use', 'money', 'mr', ""nogar'"", 'son', 'stephen', 'befor', 'auction', 'mr', 'nogar', 'die', 'age', 'alway', 'use', 'make', 'tape', 'session', 'back-up', 'case', 'rca', 'produc', 'want', 'make', 'late', 'chang', 'song', 'hi', 'ass-sav', 'tape', 'hi', 'son', 'qualiti', 'notic', 'crisper', 'new', 'vinyl', 'record', 'becaus', 'famili', 'doe', 'copyright', 'music', 'tape', 'onli', 'sold', 'person', 'enjoy', 'copi', 'commerci', 'gain', 'auction', 'total']",284,entertainment,bbc-data/entertainment/152.txt
777,Oscar host Rock to keep it clean,7,"['oscar', 'host', 'chri', 'rock', 'steer', 'clear', 'bad', 'languag', 'award', 'februari', 'comedian', 'recent', 'got', 'troubl', 'poke', 'fun', 'ceremoni', 'renown', 'hi', 'heavi', 'use', 'explet', 'dure', 'hi', 'stand-up', 'routin', 'live', 'ceremoni', 'broadcast', 'transmiss', 'delay', 'network', 'abc', 'ensur', 'swear', 'word', 'remov', 'tv', 'funni', 'curs', 'dure', 'interview', 'cb', ""network'"", 'minut', 'far', 'content', 'concern', 'talk', 'movi', 'realli', 'worri', 'sure', 'abc', 'worri', 'year-old', 'comedian', 'caus', 'furor', 'interview', 'magazin', 'entertain', 'weekli', 'recent', 'hardli', 'watch', 'oscar', 'label', 'award', 'ceremoni', 'idiot', ""show'"", 'produc', 'defend', 'rock', 'confirm', 'present', 'oscar', 'ceremoni', 'hi', 'comment', 'humor', 'dig', 'meanwhil', 'academi', 'ha', 'announc', 'oscar-nomin', 'actress', 'natali', 'portman', 'present', 'award', 'ceremoni', 'portman', 'ha', 'nomin', 'best', 'support', 'actress', 'gong', 'role', 'mike', 'nichol', 'closer', 'join', 'grow', 'list', 'star', 'set', 'bestow', 'award', 'ceremoni', 'includ', 'dustin', 'hoffman', 'drew', 'barrymor', 'rene', 'zellweg', 'british-born', 'actress', 'kate', 'winslet']",229,entertainment,bbc-data/entertainment/185.txt
778,Little Britain vies for TV trophy,6,"['hit', 'littl', 'britain', 'strictli', 'come', 'danc', 'numer', 'british', 'nomin', 'prestigi', 'golden', 'rose', 'televis', 'award', 'homegrown', 'realiti', 'programm', 'domin', 'categori', 'includ', 'channel', 'supernanni', 'itv', ""hell'"", 'kitchen', 'eastend', 'coron', 'street', 'overlook', 'soap', 'categori', 'doctor', 'famili', 'affair', 'gain', 'nod', 'festiv', 'honour', 'best', 'tv', 'globe', 'place', 'lucern', 'switzerland', 'littl', 'britain', 'second', 'seri', 'face', 'competit', ""two'"", 'catherin', 'tate', 'sacha', 'baron', ""cohen'"", 'creation', 'borat', 'bruno', 'separ', 'sitcom', 'categori', 'dark', 'comedi', 'nighti', 'night', 'began', 'life', 'battl', 'mainstream', 'famili', ""one'"", 'strictli', 'come', 'danc', 'saw', 'celebr', 'compet', 'becom', 'champion', 'dancefloor', 'british', 'nomin', 'varirti', 'categori', 'lenni', 'henri', 'won', 'golden', 'rose', 'hi', 'piec', 'seri', 'pick', 'anoth', 'nomin', 'hi', 'recent', 'british', 'televis', 'music', 'pick', 'nomin', ""three'"", 'flashmob', 'opera', 'uk', 'music', 'hall', 'fame', 'seri', 'wa', 'screen', 'channel', 'british', 'televis', 'ha', 'perform', 'veri', 'art', 'special', 'categori', 'gain', 'total', 'nomin', 'lead', 'way', 'programm', 'sound', 'music', 'agatha', 'christi', 'rolf', 'art', 'big', 'event', 'saw', 'harri', 'lead', 'effort', 'produc', 'life-s', 'paint', ""london'"", 'trafalgar', 'squar', 'british', 'pick', 'total', 'nomin', 'overcom', 'competit', 'host', 'countri', 'includ', 'canada', 'japan', 'europ', 'uk', 'nomine', 'tv', 'diari', 'shown', 'world', 'british', 'compani', 'ha', 'screen', 'thi', 'countri', 'previou', 'uk', 'winner', 'includ', 'ant', ""dec'"", 'saturday', 'night', 'takeaway', 'pop', 'idol', 'channel', 'fake', 'comedi', 'duo', 'french', 'saunder', 'becam', 'winner', 'receiv', 'honorari', 'golden', 'rose', 'individu', 'perform', 'reward', 'prize', 'best', 'comic', 'best', 'sitcom', 'actor', 'actress', 'best', 'gameshow', 'host', 'year', 'actor', 'shane', 'richi', 'won', 'award', 'hi', 'portray', 'alfi', 'moon', 'eastend']",390,entertainment,bbc-data/entertainment/191.txt
779,Redford's vision of Sundance,4,"['despit', 'sport', 'corduroy', 'cap', 'pull', 'low', 'hi', 'face', 'plu', 'pair', 'dark', 'glass', 'robert', 'redford', 'cut', 'unmistak', 'figur', 'star-struck', 'crowd', 'sundanc', 'rare', 'downtown', 'appear', 'man', 'start', 'annual', 'festiv', 'park', 'citi', 'utah', 'twenty-first', 'year', 'sundanc', 'continu', 'grow', 'peopl', 'estim', 'descend', 'thi', 'small', 'ski', 'town', 'noth', 'movi', 'mind', 'opportun', 'meet', 'make', 'deal', 'redford', 'want', 'sundanc', 'platform', 'independ', 'film-mak', 'commerci', 'success', 'mani', 'showcas', 'film', 'led', 'critic', 'festiv', 'becom', 'mainstream', 'smaller', 'festiv', 'slamdanc', 'xdanc', 'place', 'dure', 'week', 'park', 'citi', 'compet', ""sundance'"", 'limelight', 'redford', 'worri', 'merrier', 'point', 'wa', 'creat', 'opportun', 'peopl', 'onc', 'independ', 'film', 'place', 'work', 'seen', 'suddenli', 'merchant', 'came', 'celebr', 'came', 'paparazzi', 'suddenli', 'began', 'new', 'tone', 'explain', 'redford', 'peopl', 'start', 'gone', 'mainstream', 'hollywood', 'actual', 'hollywood', 'came', 'becaus', 'suddenli', 'wa', 'good', 'busi', 'independ', 'film', 'add', 'intern', 'film-mak', 'alway', 'celebr', 'year', 'dedic', 'world', 'dramat', 'documentari', 'competit', 'held', 'redford', 'want', 'festiv', 'encompass', 'viewpoint', 'believ', 'american', 'media', 'fail', 'reflect', 'particularli', 'perceiv', 'intern', 'ha', 'hidden', 'fact', 'democrat', 'reserv', 'particular', 'disdain', 'current', 'republican', 'administr', 'abil', 'maintain', 'import', 'dissent', 'democrat', 'right', 'threat', 'attitud', 'thi', 'administr', 'think', 'mani', 'voic', 'shut', 'accus', 'unpatriot', 'want', 'express', 'anoth', 'point', 'view', 'veri', 'unhealthi', 'veri', 'danger', 'polici', 'world', 'victim', 'consequ', 'sundanc', 'just', 'big', 'screen', 'discuss', 'panel', 'session', 'director', 'tackl', 'controversi', 'topic', ""america'"", 'cultur', 'war', 'iraq', 'war', 'redford', 'wish', 'festiv', 'forum', 'dissent', 'profil', 'audienc', 'fairli', 'monolith', 'educ', 'middl', 'class', 'predominantli', 'white', 'american', 'come', 'sundanc', 'view', 'end', 'polit', 'spectrum', 'anti-war', 'social', 'liber', 'redford', 'know', 'thi', 'start', 'sundanc', 'tv', 'channel', 'effort', 'reach', 'wider', 'audienc', 'look', 'film', 'present', 'veri', 'egalitarian', 'good', 'film', 'good', 'story-tel', 'african', 'america', 'asian', 'women', 'gay', 'lesbian', 'sooner', 'later', 'away', 'stereotyp', 'label', 'peopl', 'just', 'film', 'so-and']",504,entertainment,bbc-data/entertainment/032.txt
780,UK's National Gallery in the pink,6,"['nation', 'galleri', 'home', ""uk'"", 'greatest', 'artwork', 'ha', 'seen', 'big', 'jump', 'visitor', 'number', 'million', 'visitor', 'london', 'galleri', 'hous', 'treasur', ""raphael'"", 'madonna', 'pink', ""uk'"", 'visit', 'museum', 'record', 'rise', 'number', 'wa', ""country'"", 'second', 'visit', 'tourist', 'attract', 'blackpool', 'pleasur', 'beach', 'charl', 'saumarez', 'smith', ""gallery'"", 'director', 'wa', 'delight', 'number', 'visitor', 'door', 'boost', 'figur', 'pre', 'septemb', 'level', 'mr', 'saumarez', 'smith', 'pedestrianis', 'trafalgar', 'squar', 'galleri', 'locat', 'strong', 'temporari', 'collect', 'led', 'strong', 'perform', 'exhibit', 'programm', 'el', 'greco', 'russian', 'landscap', 'age', 'tolstoy', 'raphael', 'urbino', 'rome', 'wa', 'particularli', 'strong', 'exceed', 'target', 'qualiti', 'paint', 'perman', 'collect', 'huge', 'draw', 'public', 'expect', ""today'"", 'visitor', 'higher', 'kept', 'pace', 'demand', 'mr', 'saumarez', 'smith', 'wa', 'confid', 'galleri', 'maintain', 'attend', 'import', 'exhibit', 'work', 'caravaggio', 'stubb', 'ruben', 'place', 'confid', 'galleri', 'set', 'anoth', 'highli', 'success', 'year', 'figur', 'prepar', 'associ', 'lead', 'visitor', 'attract', 'alva', 'figur', 'boost', 'increas', 'european', 'travel', 'uk', 'budget', 'airlin', 'popular', 'cultur', 'tourist', 'spot', 'tate', 'modern', 'natur', 'histori', 'museum', 'record', 'increas', 'visitor', 'number', 'compar', 'legal', 'confidenti', 'reason', 'alva', 'member', 'did', 'submit', 'figur', 'includ', 'buckingham', 'palac', 'windsor', 'castl', 'madam', 'tussaud', 'alton', 'tower', 'alva', 'director', 'robin', 'broke', 'visit', 'western', 'europ', 'north', 'america', 'compar', 'number', 'rest', 'world', 'rose', 'european', 'figur', 'help', 'rapid', 'growth', 'low-cost', 'flight', 'britain', 'europ', 'especi', 'new', 'eu', 'countri']",361,entertainment,bbc-data/entertainment/026.txt
781,Aaliyah claim dismissed by court,5,"['late', 'star', ""aaliyah'"", 'record', 'compani', 'ha', 'fail', 'attempt', 'sue', 'video', 'produc', 'book', 'ill-fat', 'flight', 'die', 'new', 'york', 'appeal', 'court', 'ha', 'told', 'blackground', 'record', 'onli', ""singer'"", 'parent', 'right', 'launch', 'claim', 'wrong', 'death', 'year-old', ""singer'"", 'famili', 'came', 'undisclos', 'settlement', 'neglig', 'claim', 'aaliyah', 'complet', 'music', 'video', 'plane', 'crash', 'bahama', 'kill', 'plane', 'crash', 'left', 'florida', 'blackground', 'record', 'lawyer', 'frank', 'penski', 'examin', 'decis', 'did', 'know', 'pursu', 'case', 'investig', 'crash', 'reveal', 'twin-engin', 'cessna', 'wa', 'overload', 'pound', 'kg', 'post-mortem', 'carri', 'remain', 'pilot', 'wa', 'cocain', 'alcohol', 'hi', 'bodi', 'aaliyah', 'wa', 'rise', 'star', 'music', 'film', 'befor', 'wa', 'kill', 'wa', 'honour', 'string', 'posthum', 'award', 'singl', 'woman', 'went', 'number', 'uk']",188,entertainment,bbc-data/entertainment/230.txt
782,Farrell due to make US TV debut,7,"['actor', 'colin', 'farrel', 'make', 'hi', 'debut', 'televis', 'medic', 'sitcom', 'scrub', 'accord', 'hollywood', 'newspap', 'daili', 'varieti', 'film', 'star', 'recent', 'play', 'titl', 'role', 'histor', 'blockbust', 'alexand', 'make', 'cameo', 'appear', 'unruli', 'irishman', 'episod', 'featur', 'year-old', 'screen', 'januari', ""farrell'"", 'appear', 'result', 'hi', 'friendship', 'zach', 'braff', 'star', 'programm', ""actor'"", 'appear', 'small', 'screen', 'sinc', 'appear', 'seri', 'ballykissangel', 'gentl', 'sunday', 'night', 'drama', 'came', 'end', 'ha', 'sinc', 'becom', ""hollywood'"", 'fastest-ris', 'star', 'string', 'role', 'major', 'leagu', 'film', 'minor', 'report', 'phone', 'booth', 'daredevil', 'farrel', 'pencil', 'play', 'role', 'crockett', 'film', 'version', 'polic', 'drama', 'miami', 'vice', 'scrub', 'appear', 'nbc', 'network', 'ha', 'shown', 'channel', 'british', 'televis', 'off-beat', 'comedi', 'group', 'hospit', 'doctor', 'film', 'star', 'appear', 'scrub', 'includ', 'heather', 'graham', 'friend', 'actor', 'matthew', 'perri', 'ha', 'guest-star', 'direct', 'episod', 'lead', 'star', 'zach', 'braff', 'ha', 'recent', 'seen', 'big', 'screen', 'garden', 'state', 'direct']",224,entertainment,bbc-data/entertainment/224.txt
783,Stern dropped from radio stations,5,"['controversi', 'dj', 'howard', 'stern', 'ha', 'drop', 'radio', 'station', 'becaus', 'promot', 'hi', 'network', 'broadcast', 'satellit', 'cidatel', 'broadcast', 'stern', 'transform', 'hi', 'continu', 'infomerci', 'promot', 'siriu', 'hi', 'new', 'satellit', 'radio', 'employ', 'stern', 'join', 'siriu', 'subscript', 'servic', 'govern', 'regul', 'year', 'citadel', 'pull', ""stern'"", 'station', 'new', 'york', 'pennsylvania', 'stern', 'holiday', 'week', 'hi', 'did', 'return', 'station', 'expect', 'januari', 'citadel', 'did', 'know', 'return', 'network', 'stern', 'announc', 'octob', 'wa', 'leav', 'convent', 'radio', 'hi', 'syndic', 'goe', 'rel', 'restriction-fre', 'satellit', 'servic', ""dj'"", 'broadcast', 'known', 'land', 'troubl', 'regul', 'obscen', 'sexual', 'explicit', 'rant', 'stern', 'wa', 'drop', 'station', 'media', 'giant', 'clear', 'channel', 'pay', 'feder', 'commun', 'commiss', 'breach', 'indec', 'law', 'media', 'giant', 'viacom', 'ha', 'reportedli', 'agre', ""fcc'"", 'demand', 'stern', 'issu', 'anoth', 'indec', 'violat', 'hi', 'pull', 'station', 'viacom', 'ha', 'hit', 'record', 'fine', 'stern', 'new', 'york', 'dj', 'stern', 'continu', 'popular', 'talk', 'host', 'particularli', 'age', 'categori']",247,entertainment,bbc-data/entertainment/218.txt
784,Music man to the Oscars,5,"[""conti'"", 'job', 'music', 'director', 'oscar', 'faint-heart', 'sinc', 'conduct', 'orchestra', 'ultim', 'plate-spin', 'assign', 'thi', 'year', 'mark', ""conti'"", 'th', 'turn', 'helm', 'academi', 'award', 'orchestra', 'excit', 'live', 'perform', 'musician', 'colleagu', 'everyon', 'film', 'industri', 'theatr', 'import', 'peopl', 'guess', 'just', 'televis', 'alway', 'think', 'bit', 'orchestra', 'strike', 'time', 'dure', 'averag', 'oscar', 'play', 'present', 'winner', 'stage', 'perform', 'dure', 'commerci', 'break', 'entertain', 'live', 'audienc', 'hous', 'veri', 'busi', 'certain', 'prepar', 'music', 'orchestr', 'sketch', 'rehears', 'befor', 'know', 'unexpect', 'music', 'director', 'excit', 'explain', 'conti', 'prepar', 'goe', 'master', 'score', 'perform', 'know', 'winner', 'winner', 'differ', 'piec', 'music', 'play', 'appropri', 'immedi', 'add', 'conti', 'orchestra', 'play', 'winner', 'rambl', 'long', 'dure', 'accept', 'speech', 'despit', 'told', 'brief', ""show'"", 'produc', 'decis', 'drown', 'kill', 'offend', 'star', 'music', 'relay', ""director'"", 'box', 'orchestra', ""conti'"", 'earpiec', 'feel', 'good', 'director', 'music', 'orchestra', 'play', 'long', 'shot', 'hall', 'usual', 'person', 'speak', 'hi', 'microphon', 'cut', 'person', 'cut', 'feet', 'glare', 'death', 'time', 'occas', 'star', 'taken', 'themselv', 'send', 'warn', 'shot', 'bow', 'music', 'director', 'befor', 'start', 'speak', 'julia', 'robert', 'came', 'ask', 'readi', 'play', 'becaus', 'conti', 'receiv', 'oscar', 'origin', 'score', 'right', 'stuff', 'receiv', 'nomin', 'origin', 'song', 'categori', 'gonna', 'fli', 'rocki', 'titl', 'song', 'eye', 'onli', 'moment', 'sun', 'peopl', 'peopl', 'thi', 'hard', 'believ', 'peopl', 'spend', 'live', 'camera', 'audienc', 'entertain', 'littl', 'fluster', 'thi', 'moment', 'time', 'biggest', 'award', 'possibl', 'life', 'ha', 'hand', 'control', 'want', 'thank', 'everyon', 'met', 'imag', 'oscar', 'telecast', 'slick', 'present', 'smooth', 'transit', 'perform', 'award', 'categori', 'scene', 'key', 'player', 'conti', 'bewild', 'array', 'technic', 'prop', 'deal', 'big', 'script', 'video', 'monitor', 'watch', 'audio', 'control', 'control', 'hear', 'ear', 'left', 'ear', 'right', 'ear', 'differ', 'thing', 'differ', 'time', 'commun', 'director', 'littl', 'microphon', 'attach', 'headset', 'open', 'microphon', 'footswitch', 'explain', ""conti'"", 'nerve-wrack', 'moment', 'came', 'dure', 'hi', 'oscar', 'music', 'director', 'member', 'orchestra', 'alert', 'smell', 'smoke', 'conti', 'immedi', 'told', ""show'"", 'director', 'start', 'curs', 'scream', 'tell', 'die', 'thi', 'someth', 'climb', 'thi', 'pit', 'musician', 'home', 'minut', 'oh', 'anyth', 'came', 'respons', 'imagin', 'elegantli', 'dress', 'ladi', 'gentlemen', 'orchestra', 'pit', 'play', 'firemen', 'helmet', 'hatchet', 'crawl', 'tri', 'reason', 'smoke', 'smell', 'turn', 'new', 'paint', 'smoulder', 'music', 'stand', 'die', 'big', 'stori', 'wa', 'scari', 'time', 'laugh', 'conti', 'ceremoni', 'music', 'director', 'attend', 'annual', ""governor'"", 'ball', 'hi', 'famili', 'drink', 'reliv', 'carous', 'home', 'unwind', 'day']",801,entertainment,bbc-data/entertainment/280.txt
